X,Y,CODEPOSTAL,ZONE_ADRES,RUE_NOM,NUMERO,geometry,index_right,NUMERO_SORT_KEY
138722.189,133896.611,7181,Familleureux,Rue du Moulin,41,POINT (4.209729412899821 50.515738448854776),0,"('', 41, '')"
138741.683,133948.776,7181,Familleureux,Rue du Moulin,42,POINT (4.210002713223821 50.516207794330484),0,"('', 42, '')"
138732.354,133943.801,7181,Familleureux,Rue du Moulin,44,POINT (4.209871322141579 50.51616288963717),0,"('', 44, '')"
138723.784,133934.266,7181,Familleureux,Rue du Moulin,48,POINT (4.209750770412389 50.51607700418281),0,"('', 48, '')"
138719.328,133931.921,7181,Familleureux,Rue du Moulin,50,POINT (4.209688010732336 50.516055836809166),0,"('', 50, '')"
138709.757,133928.38,7181,Familleureux,Rue du Moulin,52,POINT (4.2095531649768665 50.51602381901471),0,"('', 52, '')"
138698.503,133920.37,7181,Familleureux,Rue du Moulin,54,POINT (4.2093947235742295 50.515951591676085),0,"('', 54, '')"
138704.948,133880.107,7181,Familleureux,Rue du Moulin,55,POINT (4.209486811185376 50.51558974434468),0,"('', 55, '')"
138685.73,133914.55,7181,Familleureux,Rue du Moulin,56,POINT (4.2092147985752835 50.51589902337373),0,"('', 56, '')"
138674.735,133904.343,7181,Familleureux,Rue du Moulin,58,POINT (4.209060076360439 50.515807049161886),0,"('', 58, '')"
138674.593,133866.034,7181,Familleureux,Rue du Moulin,59,POINT (4.209059230890689 50.515462642096516),0,"('', 59, '')"
138655.742,133853.537,7181,Familleureux,Rue du Moulin,61,POINT (4.208793810649705 50.5153499287407),0,"('', 61, '')"
138638.027,133840.448,7181,Familleureux,Rue du Moulin,63,POINT (4.208544427075841 50.51523191454064),0,"('', 63, '')"
138663.799,133897.252,7181,Familleureux,Rue du Moulin,64,POINT (4.2089060924705475 50.515743089241674),0,"('', 64, '')"
138618.179,133833.374,7181,Familleureux,Rue du Moulin,65,POINT (4.208264787240118 50.51516793439954),0,"('', 65, '')"
138656.104,133893.719,7181,Familleureux,Rue du Moulin,66,POINT (4.2087976995433936 50.515711178641006),0,"('', 66, '')"
138614.559,133828.003,7181,Familleureux,Rue du Moulin,67,POINT (4.208213908765801 50.51511957815371),0,"('', 67, '')"
138652.399,133888.8,7181,Familleureux,Rue du Moulin,68,POINT (4.2087456077648735 50.515666884548715),0,"('', 68, '')"
138645.444,133886.036,7181,Familleureux,Rue du Moulin,70,POINT (4.208647625843601 50.51564190152106),0,"('', 70, '')"
138602.824,133816.8,7181,Familleureux,Rue du Moulin,71,POINT (4.208048787438342 50.515018634055004),0,"('', 71, '')"
138596.503,133865.69,7181,Familleureux,Rue du Moulin,74,POINT (4.207958176044968 50.51545804086624),0,"('', 74, '')"
